activity_id,user_id,activity_type,duration_min,calories_burned,distance_km,date
act-000802,user-0144,swimming,62,842,0.0,2025-10-07 06:58:03
act-000803,user-0144,weight_training,66,355,0.0,2025-10-09 12:03:59
act-000804,user-0144,weight_training,114,722,0.0,2025-08-12 16:20:07
act-000805,user-0144,walking,115,437,15.64,2025-08-19 09:03:15
act-000806,user-0144,walking,16,53,1.7,2025-07-27 09:33:58
act-000807,user-0144,cycling,72,583,8.58,2025-07-27 22:57:20
act-000808,user-0144,walking,24,102,3.57,2025-09-13 11:10:34
act-000809,user-0145,walking,112,415,10.73,2025-08-14 16:00:56
act-000810,user-0145,walking,112,424,12.74,2025-08-02 13:56:25
act-000811,user-0145,walking,80,296,6.56,2025-08-17 14:02:56
act-000812,user-0145,yoga,81,219,0.0,2025-07-27 13:23:42
act-000813,user-0145,swimming,95,1194,0.0,2025-08-11 19:40:19
act-000814,user-0146,weight_training,68,409,0.0,2025-09-26 11:54:55
act-000815,user-0146,walking,71,295,10.09,2025-08-02 14:21:17
act-000816,user-0146,cycling,91,867,12.27,2025-09-05 02:51:33
act-000817,user-0146,walking,40,175,5.33,2025-10-09 21:37:55
act-000818,user-0147,cycling,108,913,12.13,2025-09-29 08:29:35
act-000819,user-0147,swimming,53,671,0.0,2025-10-04 20:42:15
act-000820,user-0147,cycling,88,693,12.72,2025-09-21 15:56:41
act-000821,user-0147,weight_training,81,420,0.0,2025-08-22 04:17:00
act-000822,user-0147,weight_training,97,628,0.0,2025-10-17 00:35:45
act-000823,user-0147,running,57,583,5.96,2025-09-04 09:23:50
act-000824,user-0147,walking,19,83,2.05,2025-08-06 22:35:16
act-000825,user-0148,weight_training,87,471,0.0,2025-10-20 10:59:01
act-000826,user-0148,weight_training,24,157,0.0,2025-08-08 08:56:08
act-000827,user-0148,yoga,66,170,0.0,2025-09-05 07:31:15
act-000828,user-0148,swimming,76,820,0.0,2025-08-06 18:19:23
act-000829,user-0149,walking,30,109,3.5,2025-10-16 17:52:13
act-000830,user-0149,swimming,26,365,0.0,2025-08-21 21:06:14
act-000831,user-0149,yoga,51,181,0.0,2025-09-09 20:00:54
act-000832,user-0149,walking,70,303,6.89,2025-09-16 05:01:58
act-000833,user-0150,yoga,56,197,0.0,2025-10-04 04:39:53
act-000834,user-0150,swimming,106,1441,0.0,2025-08-23 16:08:19
act-000835,user-0150,walking,70,332,8.86,2025-08-26 08:11:05
act-000836,user-0150,cycling,98,826,10.99,2025-10-07 09:31:45
act-000837,user-0150,cycling,87,779,9.11,2025-08-12 07:59:47
act-000838,user-0150,weight_training,89,471,0.0,2025-08-01 13:56:33
act-000839,user-0150,walking,91,316,11.92,2025-10-16 21:07:56
act-000840,user-0151,running,56,514,7.08,2025-10-19 09:12:32
act-000841,user-0151,running,98,916,9.78,2025-08-20 20:01:11
act-000842,user-0151,walking,85,381,10.55,2025-08-07 08:19:58
act-000843,user-0151,running,98,858,10.5,2025-09-05 22:16:56
act-000844,user-0151,walking,65,235,6.1,2025-09-01 16:32:04
act-000845,user-0151,swimming,96,1374,0.0,2025-09-10 21:59:53
act-000846,user-0151,yoga,71,225,0.0,2025-10-19 06:09:19
act-000847,user-0152,walking,53,246,5.77,2025-09-19 19:55:23
act-000848,user-0152,cycling,22,170,1.78,2025-10-19 18:20:37
act-000849,user-0152,weight_training,46,294,0.0,2025-09-09 18:09:55
act-000850,user-0152,cycling,22,159,3.05,2025-08-18 09:11:32
act-000851,user-0153,swimming,105,1469,0.0,2025-08-06 12:44:18
act-000852,user-0153,yoga,79,267,0.0,2025-09-05 13:23:15
act-000853,user-0153,running,87,799,7.85,2025-08-11 23:22:47
act-000854,user-0153,cycling,110,998,10.29,2025-08-01 11:18:09
act-000855,user-0154,cycling,21,143,2.2,2025-08-10 03:56:03
act-000856,user-0154,swimming,15,190,0.0,2025-09-24 17:50:24
act-000857,user-0154,swimming,32,321,0.0,2025-09-09 19:51:13
act-000858,user-0154,running,16,165,2.06,2025-10-19 11:20:17
act-000859,user-0154,weight_training,93,644,0.0,2025-08-14 00:20:20
act-000860,user-0154,running,82,711,9.65,2025-07-27 07:25:57
act-000861,user-0154,weight_training,75,396,0.0,2025-10-22 00:35:29
act-000862,user-0155,swimming,55,573,0.0,2025-09-09 00:31:58
act-000863,user-0155,swimming,25,313,0.0,2025-09-27 19:28:14
act-000864,user-0155,swimming,86,1161,0.0,2025-09-20 00:09:19
act-000865,user-0155,running,56,524,5.13,2025-10-03 23:29:53
act-000866,user-0155,running,37,301,3.13,2025-09-02 07:52:30
act-000867,user-0155,swimming,59,639,0.0,2025-10-17 06:25:05
act-000868,user-0156,running,118,1037,11.61,2025-08-27 19:24:45
act-000869,user-0156,running,56,608,6.07,2025-09-30 11:50:35
act-000870,user-0156,yoga,114,290,0.0,2025-10-15 09:38:45
act-000871,user-0156,cycling,91,770,7.66,2025-07-27 01:43:19
act-000872,user-0156,yoga,56,157,0.0,2025-07-29 22:04:46
act-000873,user-0156,yoga,120,400,0.0,2025-08-04 02:18:20
act-000874,user-0157,walking,22,80,2.3,2025-08-19 22:30:44
act-000875,user-0157,walking,115,510,10.23,2025-09-26 15:38:37
act-000876,user-0157,yoga,119,413,0.0,2025-10-14 12:04:51
act-000877,user-0157,walking,72,246,6.39,2025-08-16 07:48:26
act-000878,user-0157,cycling,28,254,2.93,2025-09-21 06:19:58
act-000879,user-0157,swimming,42,442,0.0,2025-07-28 16:54:39
act-000880,user-0157,weight_training,44,295,0.0,2025-10-15 14:46:17
act-000881,user-0158,swimming,79,996,0.0,2025-09-03 15:11:51
act-000882,user-0158,weight_training,59,288,0.0,2025-08-12 16:53:05
act-000883,user-0158,walking,109,362,15.08,2025-10-10 02:20:32
act-000884,user-0158,cycling,18,159,2.49,2025-10-03 02:00:32
act-000885,user-0158,swimming,107,1344,0.0,2025-10-04 21:05:03
act-000886,user-0158,walking,61,261,8.01,2025-09-19 22:22:09
act-000887,user-0158,swimming,113,1441,0.0,2025-09-17 21:16:11
act-000888,user-0159,yoga,29,97,0.0,2025-10-13 19:57:42
act-000889,user-0159,running,28,284,3.3,2025-07-31 11:43:27
act-000890,user-0159,walking,111,360,15.6,2025-10-16 12:24:46
act-000891,user-0159,walking,66,283,8.04,2025-07-28 07:24:47
act-000892,user-0160,weight_training,52,334,0.0,2025-09-15 02:31:49
act-000893,user-0160,weight_training,37,186,0.0,2025-08-30 00:25:30
act-000894,user-0160,cycling,71,478,10.17,2025-09-28 06:08:44
act-000895,user-0160,weight_training,88,457,0.0,2025-10-09 12:22:39
act-000896,user-0160,running,112,1256,9.31,2025-10-17 15:30:37
act-000897,user-0160,swimming,80,849,0.0,2025-09-02 17:31:18
act-000898,user-0160,walking,83,394,7.56,2025-09-30 23:42:44
act-000899,user-0161,yoga,111,332,0.0,2025-10-02 15:34:25
act-000900,user-0161,weight_training,49,311,0.0,2025-10-13 07:18:57
act-000901,user-0161,running,39,463,5.19,2025-08-14 04:59:05
act-000902,user-0161,running,74,739,9.36,2025-07-30 03:22:18
act-000903,user-0161,running,63,618,8.17,2025-10-20 11:18:59
act-000904,user-0161,yoga,91,258,0.0,2025-07-30 21:32:37
act-000905,user-0162,walking,52,174,6.77,2025-10-05 03:05:25
act-000906,user-0162,swimming,101,1008,0.0,2025-09-17 22:04:04
act-000907,user-0162,running,117,1309,14.31,2025-10-06 22:20:02
act-000908,user-0162,swimming,65,650,0.0,2025-09-06 02:21:27
act-000909,user-0163,running,88,822,12.84,2025-09-16 04:12:37
act-000910,user-0163,walking,83,361,8.71,2025-08-26 08:26:02
act-000911,user-0163,walking,81,291,8.67,2025-08-05 11:04:48
act-000912,user-0163,yoga,92,274,0.0,2025-08-22 02:02:38
act-000913,user-0163,swimming,88,1088,0.0,2025-09-24 10:51:30
act-000914,user-0163,yoga,82,248,0.0,2025-09-10 18:48:42
act-000915,user-0164,cycling,49,390,6.47,2025-09-16 02:11:46
act-000916,user-0164,running,58,686,5.6,2025-08-06 04:26:18
act-000917,user-0164,cycling,111,1021,11.21,2025-10-13 07:49:21
act-000918,user-0164,yoga,96,289,0.0,2025-09-02 08:34:02
act-000919,user-0164,walking,33,157,4.83,2025-10-10 07:06:17
act-000920,user-0164,running,111,1169,15.91,2025-08-02 21:35:00
act-000921,user-0164,swimming,99,1133,0.0,2025-10-10 18:24:08
act-000922,user-0165,weight_training,62,425,0.0,2025-10-09 23:24:36
act-000923,user-0165,cycling,52,359,4.32,2025-08-20 20:27:36
act-000924,user-0165,cycling,21,199,2.34,2025-09-20 10:14:10
act-000925,user-0165,yoga,41,142,0.0,2025-08-10 23:03:20
act-000926,user-0165,swimming,96,1157,0.0,2025-09-30 14:14:28
act-000927,user-0166,cycling,43,400,4.1,2025-08-01 14:28:45
act-000928,user-0166,walking,70,252,10.0,2025-09-30 06:37:52
act-000929,user-0166,swimming,28,358,0.0,2025-09-13 12:44:10
act-000930,user-0166,yoga,70,200,0.0,2025-09-26 06:25:32
act-000931,user-0166,walking,55,181,4.64,2025-09-03 06:08:33
act-000932,user-0166,cycling,24,199,2.83,2025-10-22 00:52:00
act-000933,user-0166,cycling,30,270,4.43,2025-09-19 07:40:26
act-000934,user-0166,walking,35,135,4.12,2025-08-14 13:21:28
act-000935,user-0167,walking,75,357,6.0,2025-09-10 20:13:00
act-000936,user-0167,swimming,17,171,0.0,2025-10-07 08:44:14
act-000937,user-0167,swimming,114,1521,0.0,2025-09-19 00:48:29
act-000938,user-0167,yoga,17,60,0.0,2025-10-24 02:54:28
act-000939,user-0168,weight_training,107,585,0.0,2025-08-13 17:19:17
act-000940,user-0168,walking,20,90,2.46,2025-10-03 02:12:44
act-000941,user-0168,weight_training,16,85,0.0,2025-08-02 00:52:28
act-000942,user-0169,yoga,25,64,0.0,2025-08-03 21:21:26
act-000943,user-0169,cycling,108,869,15.13,2025-08-03 05:03:31
act-000944,user-0169,running,38,338,4.43,2025-08-26 06:51:34
act-000945,user-0169,cycling,19,176,2.84,2025-09-21 01:41:26
act-000946,user-0170,yoga,58,188,0.0,2025-08-02 00:41:02
act-000947,user-0170,weight_training,105,575,0.0,2025-09-16 17:49:36
act-000948,user-0170,running,73,736,7.8,2025-09-28 00:06:14
act-000949,user-0170,running,118,1388,16.96,2025-10-23 20:53:07
act-000950,user-0171,walking,93,335,8.65,2025-10-16 00:14:53
act-000951,user-0171,running,114,1206,13.28,2025-08-14 08:10:57
act-000952,user-0171,running,38,441,4.94,2025-10-22 20:48:42
act-000953,user-0171,cycling,61,402,8.14,2025-10-12 06:05:35
act-000954,user-0171,weight_training,42,225,0.0,2025-10-19 05:03:11
act-000955,user-0171,swimming,90,877,0.0,2025-07-29 04:48:02
act-000956,user-0172,cycling,26,204,3.29,2025-09-20 00:33:56
act-000957,user-0172,cycling,82,628,10.88,2025-09-17 15:42:13
act-000958,user-0172,yoga,47,127,0.0,2025-08-17 21:07:52
act-000959,user-0172,running,15,147,1.34,2025-10-16 08:55:37
act-000960,user-0172,yoga,88,287,0.0,2025-08-29 16:25:42
act-000961,user-0172,swimming,116,1291,0.0,2025-10-18 20:25:45
act-000962,user-0172,swimming,104,1494,0.0,2025-09-18 18:01:28
act-000963,user-0172,cycling,117,959,9.74,2025-10-11 12:30:57
act-000964,user-0173,running,22,258,2.61,2025-09-30 09:57:18
act-000965,user-0173,walking,48,182,5.39,2025-08-27 22:16:00
act-000966,user-0173,running,61,715,8.18,2025-08-02 13:14:17
act-000967,user-0174,cycling,63,413,8.86,2025-09-11 08:22:22
act-000968,user-0174,walking,102,329,14.06,2025-09-22 03:26:14
act-000969,user-0174,cycling,89,696,8.78,2025-07-31 23:19:02
act-000970,user-0174,walking,76,348,10.4,2025-07-29 00:44:25
act-000971,user-0174,cycling,89,742,10.88,2025-08-18 10:10:03
act-000972,user-0174,swimming,106,1279,0.0,2025-10-11 19:31:15
act-000973,user-0174,swimming,108,1531,0.0,2025-08-20 09:36:00
act-000974,user-0175,yoga,44,157,0.0,2025-08-07 10:52:08
act-000975,user-0175,swimming,56,789,0.0,2025-08-30 10:12:21
act-000976,user-0175,swimming,51,596,0.0,2025-08-29 07:06:30
act-000977,user-0175,running,51,459,7.16,2025-09-20 16:59:24
act-000978,user-0176,cycling,54,476,7.3,2025-10-22 04:15:06
act-000979,user-0176,weight_training,79,423,0.0,2025-08-21 16:25:03
act-000980,user-0176,yoga,33,118,0.0,2025-07-28 14:41:47
act-000981,user-0176,weight_training,21,122,0.0,2025-10-01 03:27:34
act-000982,user-0176,weight_training,15,75,0.0,2025-10-01 15:38:50
act-000983,user-0177,cycling,115,790,12.12,2025-09-19 01:06:14
act-000984,user-0177,cycling,97,739,9.03,2025-10-10 04:15:07
act-000985,user-0177,walking,108,457,11.28,2025-08-19 08:15:00
act-000986,user-0177,walking,63,272,6.9,2025-08-26 16:31:29
act-000987,user-0177,cycling,44,335,5.93,2025-10-01 12:34:01
act-000988,user-0177,yoga,69,170,0.0,2025-08-08 09:22:08
act-000989,user-0178,walking,120,384,9.82,2025-09-05 09:51:01
act-000990,user-0178,walking,23,94,1.96,2025-08-03 09:35:26
act-000991,user-0178,yoga,97,333,0.0,2025-10-23 21:41:00
act-000992,user-0178,running,43,460,4.56,2025-08-10 05:18:55
act-000993,user-0178,swimming,75,1047,0.0,2025-08-26 02:42:49
act-000994,user-0179,weight_training,63,394,0.0,2025-07-28 14:54:09
act-000995,user-0179,cycling,105,978,10.39,2025-08-24 19:16:00
act-000996,user-0179,running,38,361,3.89,2025-09-17 06:17:57
act-000997,user-0179,weight_training,82,420,0.0,2025-09-07 22:39:41
act-000998,user-0179,walking,45,194,5.03,2025-10-18 13:51:41
act-000999,user-0179,running,22,251,2.37,2025-08-16 18:35:47
act-001000,user-0179,cycling,49,334,4.19,2025-09-29 01:22:08
act-001001,user-0179,cycling,51,327,7.49,2025-08-28 10:34:57
act-001002,user-0180,yoga,74,232,0.0,2025-10-21 16:19:58
act-001003,user-0180,walking,96,457,8.0,2025-10-10 03:04:26
act-001004,user-0180,running,27,309,4.02,2025-08-16 22:30:54
act-001005,user-0181,weight_training,46,314,0.0,2025-08-21 09:57:00
act-001006,user-0181,cycling,112,849,14.53,2025-08-23 08:14:16
act-001007,user-0181,walking,19,77,2.47,2025-08-16 05:35:30
act-001008,user-0181,cycling,55,396,6.38,2025-07-30 07:12:31
act-001009,user-0182,yoga,49,126,0.0,2025-07-30 23:15:02
act-001010,user-0182,cycling,67,620,7.37,2025-09-27 00:53:30
act-001011,user-0182,cycling,97,753,8.86,2025-09-12 03:38:08
act-001012,user-0182,cycling,39,272,4.51,2025-09-30 11:24:13
act-001013,user-0182,cycling,100,689,13.48,2025-10-11 01:16:28
act-001014,user-0182,cycling,35,249,4.45,2025-07-28 04:31:28
act-001015,user-0182,cycling,103,724,11.63,2025-09-28 16:19:16
act-001016,user-0182,walking,83,384,11.67,2025-10-08 15:00:11
act-001017,user-0183,cycling,77,655,7.13,2025-09-05 23:26:11
act-001018,user-0183,weight_training,91,445,0.0,2025-08-16 10:45:17
act-001019,user-0183,weight_training,29,186,0.0,2025-09-27 08:32:32
act-001020,user-0184,cycling,29,197,3.24,2025-10-04 13:58:16
act-001021,user-0184,walking,73,298,9.73,2025-09-13 13:13:42
act-001022,user-0184,walking,43,203,5.01,2025-09-18 07:48:56
act-001023,user-0184,weight_training,70,372,0.0,2025-08-25 18:26:39
act-001024,user-0184,yoga,46,125,0.0,2025-09-01 11:38:00
act-001025,user-0185,swimming,59,848,0.0,2025-09-23 04:37:28
act-001026,user-0185,running,71,743,9.02,2025-09-28 21:07:42
act-001027,user-0185,running,27,239,2.42,2025-10-05 22:15:10
act-001028,user-0186,yoga,90,266,0.0,2025-08-21 12:59:53
act-001029,user-0186,weight_training,40,212,0.0,2025-09-12 06:10:58
act-001030,user-0186,yoga,48,150,0.0,2025-08-25 01:34:19
act-001031,user-0187,walking,15,69,2.17,2025-10-21 07:41:24
act-001032,user-0187,running,52,537,4.56,2025-09-06 01:36:36
act-001033,user-0187,yoga,46,120,0.0,2025-09-30 05:57:19
act-001034,user-0187,walking,19,80,2.82,2025-09-02 14:49:00
act-001035,user-0188,weight_training,79,556,0.0,2025-09-19 00:15:38
act-001036,user-0188,swimming,59,620,0.0,2025-10-14 16:25:06
act-001037,user-0188,weight_training,89,433,0.0,2025-08-16 07:11:18
act-001038,user-0188,swimming,81,914,0.0,2025-09-07 08:30:04
act-001039,user-0188,walking,99,370,13.12,2025-10-22 20:22:14
act-001040,user-0189,cycling,37,294,4.69,2025-10-19 19:25:57
act-001041,user-0189,walking,52,180,5.8,2025-10-06 01:53:34
act-001042,user-0189,cycling,36,279,5.35,2025-08-31 05:09:54
act-001043,user-0190,cycling,103,676,14.94,2025-10-15 14:59:57
act-001044,user-0190,yoga,30,101,0.0,2025-09-16 07:39:34
act-001045,user-0190,walking,35,129,3.46,2025-08-31 06:42:17
act-001046,user-0191,cycling,87,726,12.95,2025-08-03 05:23:19
act-001047,user-0191,cycling,120,1090,11.2,2025-09-18 09:29:21
act-001048,user-0191,running,120,1049,14.55,2025-08-17 19:03:27
act-001049,user-0191,swimming,78,939,0.0,2025-09-29 17:40:50
act-001050,user-0191,weight_training,95,482,0.0,2025-09-05 14:23:07
act-001051,user-0191,cycling,114,943,12.02,2025-09-04 15:41:22
act-001052,user-0191,cycling,100,767,12.42,2025-10-16 00:19:55
act-001053,user-0191,weight_training,58,404,0.0,2025-10-09 19:44:26
act-001054,user-0192,cycling,29,253,2.58,2025-08-12 03:37:23
act-001055,user-0192,swimming,60,589,0.0,2025-09-16 19:33:14
act-001056,user-0192,walking,66,274,9.36,2025-10-08 21:32:52
act-001057,user-0192,walking,30,141,3.18,2025-08-19 15:56:14
act-001058,user-0192,walking,19,61,1.96,2025-10-20 00:57:06
act-001059,user-0192,running,65,708,8.01,2025-08-16 14:44:11
act-001060,user-0193,swimming,104,1373,0.0,2025-09-12 17:30:26
act-001061,user-0193,cycling,70,477,10.16,2025-08-17 22:00:34
act-001062,user-0193,walking,102,434,14.86,2025-09-19 12:32:56
act-001063,user-0194,running,79,832,7.78,2025-08-12 11:03:04
act-001064,user-0194,swimming,119,1412,0.0,2025-10-21 08:23:56
act-001065,user-0194,running,91,801,9.67,2025-09-16 01:50:44
act-001066,user-0194,cycling,100,831,10.98,2025-09-02 13:48:21
act-001067,user-0194,weight_training,61,321,0.0,2025-09-05 22:38:35
act-001068,user-0194,running,108,1042,9.91,2025-10-11 12:40:25
act-001069,user-0194,running,25,236,3.69,2025-08-12 07:58:27
act-001070,user-0195,walking,22,90,2.52,2025-10-15 17:13:50
act-001071,user-0195,yoga,20,53,0.0,2025-10-11 03:18:36
act-001072,user-0195,walking,107,418,8.85,2025-08-28 18:29:42
act-001073,user-0195,weight_training,78,534,0.0,2025-08-14 22:07:03
act-001074,user-0195,weight_training,22,144,0.0,2025-09-04 07:25:11
act-001075,user-0196,weight_training,27,173,0.0,2025-09-14 03:40:34
act-001076,user-0196,walking,37,131,5.01,2025-08-23 09:24:31
act-001077,user-0196,weight_training,26,169,0.0,2025-09-05 05:51:33
act-001078,user-0196,running,77,645,11.09,2025-09-07 20:43:39
act-001079,user-0197,running,94,825,9.49,2025-09-10 23:12:02
act-001080,user-0197,cycling,26,245,2.23,2025-09-01 11:39:27
act-001081,user-0197,yoga,109,376,0.0,2025-09-07 07:23:21
act-001082,user-0197,running,34,384,4.98,2025-09-22 04:15:39
act-001083,user-0197,cycling,94,706,10.85,2025-10-24 09:28:03
act-001084,user-0197,walking,37,156,5.1,2025-08-15 16:22:56
act-001085,user-0197,weight_training,19,117,0.0,2025-10-16 00:27:11
act-001086,user-0198,swimming,101,1369,0.0,2025-08-11 06:56:59
act-001087,user-0198,walking,49,218,6.89,2025-09-14 11:37:13
act-001088,user-0198,yoga,82,254,0.0,2025-08-19 02:37:35
act-001089,user-0198,yoga,68,202,0.0,2025-08-20 23:50:26
act-001090,user-0199,running,32,320,3.95,2025-10-23 09:47:25
act-001091,user-0199,swimming,57,574,0.0,2025-08-17 10:45:55
act-001092,user-0199,running,43,416,6.43,2025-10-19 17:51:17
act-001093,user-0199,walking,82,334,7.72,2025-07-28 08:17:05
act-001094,user-0199,yoga,109,298,0.0,2025-10-06 18:59:03
act-001095,user-0200,swimming,36,347,0.0,2025-08-29 21:16:42
act-001096,user-0200,cycling,87,700,11.85,2025-08-20 11:04:24
act-001097,user-0200,running,37,369,5.0,2025-09-08 06:59:40
act-001098,user-0200,yoga,25,71,0.0,2025-09-19 20:22:14
act-001099,user-0200,walking,107,476,9.01,2025-08-25 17:13:24
act-001100,user-0200,running,25,234,2.54,2025-09-02 12:49:53
act-001101,user-0200,running,26,212,2.16,2025-08-11 17:39:03
act-001102,user-0201,swimming,84,865,0.0,2025-08-23 05:33:19
act-001103,user-0201,running,36,393,3.02,2025-10-06 13:40:32
act-001104,user-0201,running,37,311,4.43,2025-07-29 19:44:14
act-001105,user-0201,yoga,89,218,0.0,2025-09-22 08:21:54
act-001106,user-0201,running,46,375,6.84,2025-07-30 05:05:37
act-001107,user-0201,cycling,55,396,5.81,2025-10-17 18:17:54
act-001108,user-0201,cycling,91,588,11.35,2025-10-02 16:40:13
act-001109,user-0201,yoga,79,207,0.0,2025-10-04 19:27:51
act-001110,user-0202,yoga,21,55,0.0,2025-09-27 08:42:20
act-001111,user-0202,cycling,47,320,6.38,2025-10-20 16:04:32
act-001112,user-0202,running,79,882,7.07,2025-09-24 08:34:39
act-001113,user-0202,yoga,39,135,0.0,2025-08-02 06:06:06
act-001114,user-0202,yoga,70,204,0.0,2025-10-15 00:34:54
act-001115,user-0203,cycling,93,825,13.79,2025-08-31 00:56:28
act-001116,user-0203,running,64,695,9.5,2025-08-24 23:05:20
act-001117,user-0203,yoga,117,403,0.0,2025-07-30 21:12:39
act-001118,user-0203,running,115,1301,16.82,2025-10-13 04:16:46
act-001119,user-0203,cycling,46,421,5.8,2025-08-31 23:21:08
act-001120,user-0203,weight_training,112,715,0.0,2025-08-20 23:01:03
act-001121,user-0203,cycling,65,488,6.92,2025-10-02 01:05:47
act-001122,user-0204,running,42,363,4.32,2025-08-29 15:14:36
act-001123,user-0204,walking,108,447,15.24,2025-08-31 04:35:35
act-001124,user-0204,yoga,76,184,0.0,2025-09-18 00:58:00
act-001125,user-0204,yoga,63,169,0.0,2025-10-02 15:10:22
act-001126,user-0204,walking,119,465,11.1,2025-08-21 04:37:04
act-001127,user-0204,weight_training,95,531,0.0,2025-09-21 08:27:37
act-001128,user-0204,walking,22,85,1.82,2025-08-25 18:20:25
act-001129,user-0205,yoga,35,118,0.0,2025-09-05 15:23:46
act-001130,user-0205,running,86,733,11.86,2025-08-07 01:24:22
act-001131,user-0205,yoga,61,201,0.0,2025-09-01 18:10:18
act-001132,user-0205,cycling,27,174,3.95,2025-10-24 04:50:01
act-001133,user-0205,yoga,39,105,0.0,2025-08-06 06:20:23
act-001134,user-0205,weight_training,55,324,0.0,2025-09-20 15:23:21
act-001135,user-0205,swimming,117,1285,0.0,2025-08-08 18:33:49
act-001136,user-0205,walking,108,388,13.53,2025-07-29 12:49:56
act-001137,user-0206,cycling,89,818,10.0,2025-08-10 23:24:01
act-001138,user-0206,running,104,1078,10.73,2025-08-10 05:36:31
act-001139,user-0206,yoga,89,299,0.0,2025-10-20 20:00:19
act-001140,user-0207,cycling,29,202,2.86,2025-09-03 09:08:01
act-001141,user-0207,cycling,105,877,13.2,2025-08-11 09:40:06
act-001142,user-0207,swimming,85,1093,0.0,2025-08-11 06:48:05
act-001143,user-0208,cycling,21,175,2.53,2025-09-28 19:01:14
act-001144,user-0208,cycling,97,891,11.12,2025-09-08 10:41:26
act-001145,user-0208,yoga,74,216,0.0,2025-09-06 15:48:58
act-001146,user-0208,yoga,29,81,0.0,2025-09-07 02:52:46
act-001147,user-0208,swimming,89,1035,0.0,2025-08-26 21:54:14
act-001148,user-0208,swimming,113,1162,0.0,2025-10-09 22:25:16
act-001149,user-0209,swimming,80,857,0.0,2025-10-18 09:29:46
act-001150,user-0209,yoga,91,325,0.0,2025-10-05 12:19:13
act-001151,user-0209,cycling,25,194,2.56,2025-07-29 03:15:35
act-001152,user-0209,yoga,40,139,0.0,2025-08-21 20:54:37
act-001153,user-0210,swimming,82,800,0.0,2025-09-13 13:58:15
act-001154,user-0210,cycling,110,1019,14.39,2025-09-15 04:46:36
act-001155,user-0210,walking,54,173,6.71,2025-08-28 13:40:24
act-001156,user-0210,weight_training,86,587,0.0,2025-10-10 02:04:29
act-001157,user-0210,swimming,76,1085,0.0,2025-08-27 22:48:21
act-001158,user-0210,walking,75,310,11.08,2025-08-29 21:14:05
act-001159,user-0211,cycling,74,498,7.83,2025-08-05 10:38:02
act-001160,user-0211,cycling,114,1074,15.67,2025-09-13 17:10:00
act-001161,user-0211,walking,72,255,8.89,2025-08-19 22:50:42
act-001162,user-0211,running,35,346,3.29,2025-08-07 13:15:37
act-001163,user-0211,running,43,461,4.79,2025-09-30 17:58:56
act-001164,user-0211,swimming,95,982,0.0,2025-10-13 08:19:58
act-001165,user-0211,walking,47,168,5.39,2025-10-06 07:50:18
act-001166,user-0212,weight_training,52,297,0.0,2025-09-13 02:14:03
act-001167,user-0212,walking,57,252,6.31,2025-08-03 19:37:18
act-001168,user-0212,yoga,69,206,0.0,2025-08-16 08:38:33
act-001169,user-0213,walking,16,51,2.23,2025-10-12 16:09:07
act-001170,user-0213,swimming,19,270,0.0,2025-08-12 18:08:09
act-001171,user-0213,cycling,119,1001,14.14,2025-07-27 20:05:44
act-001172,user-0213,cycling,64,471,7.49,2025-10-18 02:58:14
act-001173,user-0214,walking,35,141,5.07,2025-08-13 21:43:37
act-001174,user-0214,walking,41,169,4.43,2025-09-21 02:01:50
act-001175,user-0214,weight_training,111,534,0.0,2025-08-04 04:04:31
act-001176,user-0215,yoga,91,288,0.0,2025-08-19 19:46:06
act-001177,user-0215,weight_training,62,376,0.0,2025-08-13 20:41:49
act-001178,user-0215,cycling,32,248,3.06,2025-09-25 00:49:32
act-001179,user-0215,swimming,99,1348,0.0,2025-09-10 15:28:55
act-001180,user-0216,walking,75,244,6.83,2025-08-15 18:31:56
act-001181,user-0216,yoga,40,103,0.0,2025-08-18 21:13:24
act-001182,user-0216,running,34,305,3.18,2025-10-02 16:54:22
act-001183,user-0217,walking,118,439,12.46,2025-07-31 07:56:23
act-001184,user-0217,swimming,101,1041,0.0,2025-09-20 05:16:24
act-001185,user-0217,yoga,16,55,0.0,2025-10-22 06:29:42
act-001186,user-0217,walking,74,344,9.22,2025-08-19 13:50:32
act-001187,user-0217,cycling,68,525,8.57,2025-08-21 18:21:52
act-001188,user-0217,yoga,65,216,0.0,2025-08-26 21:58:56
act-001189,user-0217,walking,25,102,2.13,2025-08-25 12:28:52
act-001190,user-0217,cycling,101,726,11.82,2025-08-30 08:22:55
act-001191,user-0218,cycling,42,390,3.81,2025-07-30 09:26:52
act-001192,user-0218,running,96,876,8.56,2025-10-21 15:25:30
act-001193,user-0218,yoga,59,153,0.0,2025-08-04 05:46:43
act-001194,user-0218,walking,81,301,9.08,2025-08-19 18:35:21
act-001195,user-0218,walking,100,410,8.49,2025-09-04 09:49:00
act-001196,user-0218,running,24,249,2.97,2025-08-30 13:52:49
act-001197,user-0218,swimming,63,899,0.0,2025-09-30 06:53:13
act-001198,user-0219,running,63,602,8.83,2025-08-07 22:09:41
act-001199,user-0219,yoga,34,101,0.0,2025-09-02 13:25:12
act-001200,user-0219,swimming,22,301,0.0,2025-09-06 04:38:48
act-001201,user-0219,swimming,41,576,0.0,2025-08-10 21:58:07
act-001202,user-0219,weight_training,68,449,0.0,2025-10-08 03:14:16
act-001203,user-0219,yoga,46,137,0.0,2025-09-25 19:27:36
